"file path","file size","chunk size","chunks",mime
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/274/274753.html",4521,4096,2,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/046/046761.pdf",883701,4096,216,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/842/842408.jpg",683088,4096,167,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/842/842747.pdf",21100,4096,6,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/842/842977.doc",181760,4096,45,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/842/842707.txt",256557,4096,63,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/842/842074.pdf",69187,4096,17,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/842/842710.xml",26911,4096,7,"text/xml"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/041/041274.html",308,4096,1,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/617/617516.html",94197,4096,23,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/425/425392.html",29986,4096,8,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/889/889664.csv",9139,4096,3,"text/csv"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/287/287004.ppt",2459648,4096,601,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/287/287765.pdf",232415,4096,57,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/874/874479.html",28065,4096,7,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/048/048259.html",46361,4096,12,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/880/880311.doc",670720,4096,164,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/413/413419.rtf",31091,4096,8,"None"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/077/077341.txt",5975,4096,2,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/077/077996.html",23993,4096,6,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/083/083776.pdf",30478,4096,8,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/887/887926.ppt",1848832,4096,452,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/619/619859.ps",1104545,4096,270,"application/postscript"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/619/619682.unk",2081,4096,1,"None"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/873/873883.pdf",52055,4096,13,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/873/873386.xls",7218176,4096,1763,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/070/070770.ppt",150016,4096,37,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/414/414328.jpg",45264,4096,12,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/414/414385.html",36605,4096,9,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/477/477120.html",6037,4096,2,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/477/477301.xls",20992,4096,6,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/221/221964.gif",9631,4096,3,"image/gif"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/221/221800.ppt",2707456,4096,661,"application/vnd.ms-powerpoint"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/013/013366.pdf",582438,4096,143,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/810/810515.txt",266077,4096,65,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/810/810045.jpg",48990,4096,12,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/484/484131.csv",22252,4096,6,"text/csv"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/484/484768.html",6864,4096,2,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/484/484180.xml",11247,4096,3,"text/xml"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/014/014819.pdf",77212,4096,19,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/014/014575.pdf",243434,4096,60,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/226/226869.html",1081,4096,1,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/642/642316.html",2805511,4096,685,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/470/470820.txt",38129,4096,10,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/689/689276.xls",27648,4096,7,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/689/689593.jpg",346854,4096,85,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/219/219589.txt",72188,4096,18,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/680/680328.jpg",17293,4096,5,"image/jpeg"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/674/674174.txt",15409,4096,4,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/446/446498.gz",68034,4096,17,"None"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/210/210687.doc",160768,4096,40,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/210/210763.pdf",124312,4096,31,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/821/821017.doc",1267712,4096,310,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/217/217551.html",2082,4096,1,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/217/217982.txt",1011,4096,1,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/819/819400.doc",47104,4096,12,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/025/025835.pdf",418528,4096,103,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/025/025667.html",18974,4096,5,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/441/441236.ps",57926,4096,15,"application/postscript"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/673/673625.sys",1823,4096,1,"None"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/687/687128.xls",100352,4096,25,"application/vnd.ms-excel"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/687/687397.pdf",184124,4096,45,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/228/228214.txt",1697,4096,1,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/618/618177.html",8352,4096,3,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/288/288815.html",4623,4096,2,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/288/288516.pdf",103276,4096,26,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/288/288861.pdf",535169,4096,131,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/886/886823.pdf",167443,4096,41,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/886/886816.pdf",30232,4096,8,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/071/071930.pdf",39695,4096,10,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/243/243616.txt",1363334,4096,333,"text/plain"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/627/627832.html",30685,4096,8,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/415/415029.html",30591,4096,8,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/415/415435.pdf",4377,4096,2,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/415/415893.html",8871,4096,3,"text/html"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/085/085462.pdf",399288,4096,98,"application/pdf"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/049/049978.doc",281088,4096,69,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/049/049331.doc",112640,4096,28,"application/msword"
"/Users/alexgustafsson/Documents/GitHub/compdec/data/dataset/875/875386.ppt",297984,4096,73,"application/vnd.ms-powerpoint"
